serialId,polishTitle,originalTitle,year,fullRating,voteCount,voteDate,userRating,favorite,comment
750168,Quantum Break,Quantum Break,2016,7.13793,174,2021-06-20,4,nie,
809681,Watchmen,Watchmen,2019,7.28023,16936,2021-06-07,9,nie,
871412,Wonder Egg Priority,Wonder Egg Priority,2021,6.83841,427,2021-05-08,8,nie,
198755,Tachikomy dzień powszedni,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,2002,7.44965,427,2021-05-02,5,nie,
769619,Fleabag,Fleabag,2016,8.33869,50471,2021-04-26,9,nie,
443873,Ani*Kuri15,Ani*Kuri15,2007,6.48667,150,2021-04-21,8,nie,
146248,Great Teacher Onizuka,GTO: Great Teacher Onizuka,1999,8.11409,9238,2021-04-02,6,nie,
99320,Macross Plus,Macross Plus,1994,7.76408,284,2021-03-21,8,nie,
150481,Biuro,The Office,2001,7.69605,7952,2021-03-16,6,nie,
735081,Kōkaku Kidōtai Arise: Alternative Architecture,Kōkaku Kidōtai Arise: Alternative Architecture,2015,6.76699,103,2021-03-10,5,nie,
162349,Paranoia Agent,Mōsō Dairinin,2004,7.6312,1936,2021-02-24,9,tak,
363435,Gintama,Gintama,2006,8.09833,2573,2021-02-22,8,nie,
801842,The Boys,The Boys,2019,8.09418,86406,2021-02-18,7,nie,
767468,Atlanta,Atlanta,2016,8.13594,10762,2021-02-01,9,nie,
800921,Hilda,Hilda,2018,8.264,3428,2021-01-24,9,nie,
792812,Violet Evergarden,Violet Evergarden,2018,8.14637,6217,2021-01-22,6,nie,
850265,The Midnight Gospel,The Midnight Gospel,2020,7.91029,8561,2021-01-20,8,nie,
324560,Higurashi no Naku Koroni,Higurashi no Naku Koroni,2006,7.82101,6503,2021-01-19,6,nie,
761839,W poszukiwaniu Boga z Morganem Freemanem,The Story of God with Morgan Freeman,2016,7.53633,1555,2021-01-18,6,nie,
862862,The Liberator,The Liberator,2020,7.47756,1671,2021-01-18,7,nie,
783136,Chef's Table: Francja,Chef's Table: France,2016,7.65702,484,2021-01-13,7,nie,
845698,Ziemia nocą,Night on Earth,2020,8.13884,3659,2021-01-12,7,nie,
850416,Uliczne jedzenie: Ameryka Łacińska,Street Food: Latin America,2020,7.15761,368,2021-01-11,7,nie,
859876,Chef's Table: BBQ,Chef's Table: BBQ,2020,7.22886,201,2021-01-09,8,nie,
814761,Nasza planeta,Our Planet,2019,8.99787,36698,2021-01-05,7,nie,
829072,Uliczne jedzenie: Azja,Street Food: Asia,2019,7.44186,1247,2021-01-05,9,nie,
370554,Zagubiony pokój,The Lost Room,2006,7.73976,10794,2020-12-30,5,nie,
726905,Nocny recepcjonista,The Night Manager,2016,7.4764,36106,2020-12-08,7,nie,
629106,Another,Another,2012,7.60148,8386,2020-10-28,4,nie,
748829,Re: Zero – Życie w innym świecie od zera,Re: Zero Kara Hajimeru Isekai Seikatsu,2016,7.75868,2362,2020-10-11,7,nie,
127898,Wolf's Rain,Wolf's Rain,2003,7.8951,3861,2020-10-04,7,nie,
110775,Full Metal Panic,Full Metal Panic!,2002,7.46783,1663,2020-10-01,6,nie,
229770,Afrosamuraj,Afro Samurai,2007,7.55631,4591,2020-09-21,5,nie,
828663,Yakusoku no Neverland,Yakusoku no Neverland,2019,7.71412,2613,2020-09-11,8,nie,
691961,Opowieści z Chłodnicy Górskiej,Tales from Radiator Springs,2013,6.20179,223,2020-09-04,6,nie,
498377,Złomka bujdy na resorach,Mater's Tall Tales,2008,7.14406,4873,2020-09-01,7,nie,
491355,W domu zombie,Dead Set,2008,6.99466,3745,2020-08-31,9,nie,
380233,Tengen Toppa Gurren-Lagann,Tengen Toppa Gurren-Lagann,2007,8.08553,2502,2020-08-22,8,nie,
349326,Notatnik śmierci,Death Note,2006,8.31032,87937,2020-08-22,7,nie,
248532,Hellsing,Hellsing,2006,8.02622,17393,2020-08-11,9,nie,
843535,Magiczna Australia,Magical Land of Oz,2019,7,6,2020-08-10,8,nie,
226952,Elfen Lied,Elfen Lied,2004,7.63467,13169,2020-08-08,6,tak,
831612,Miecz zabójcy demonów - Kimetsu no Yaiba,Kimetsu no Yaiba,2019,8.17693,9891,2020-07-29,6,nie,
767241,Mob Psycho 100,Mob Psycho 100,2016,8.02539,2363,2020-07-26,6,nie,
678476,Kōkaku Kidōtai Arise,Kōkaku Kidōtai Arise,2013,6.91724,580,2020-07-20,6,nie,
555640,Yojō-Han Shinwa Taikei,Yojō-Han Shinwa Taikei,2010,7.89021,674,2020-07-17,8,nie,
122540,Ghost in the Shell: Stand Alone Complex 2nd Gig,Kōkaku Kidōtai S.A.C. 2nd GIG,2004,8.18141,3776,2020-07-14,6,nie,
93085,Ghost in the Shell: Stand Alone Complex,Kōkaku Kidōtai: Stand Alone Complex,2002,8.10477,6710,2020-07-02,8,tak,
692417,Kill la Kill,Kill la Kill,2013,7.60432,2406,2020-06-21,7,nie,
98877,Wirtualna Lain,Serial Experiments Lain,1998,8.01665,5647,2020-06-19,8,tak,
95798,Tsutsu Yume: Gunnm,Tsutsu Yume: Gunnm,1993,7.05982,1120,2020-06-04,8,nie,
848281,James May: Nasz człowiek w...,James May: Our Man In...,2020,7.58565,1477,2020-05-31,8,nie,
590629,Legenda Korry,The Legend of Korra,2012,7.64596,13425,2020-05-26,8,nie,
194037,Awatar: Legenda Aanga,Avatar: The Last Airbender,2005,8.40803,37723,2020-05-21,8,nie,
839229,Kierunek: Noc,Into the Night,2020,6.51003,20638,2020-05-02,8,nie,
108606,Firefly,Firefly,2002,8.06165,16270,2020-04-18,8,nie,
836641,Poplątana,Undone,2019,7.77844,4545,2020-04-13,8,nie,
98878,Trigun,Trigun,1998,7.98537,3485,2019-12-29,8,nie,
724464,Wiedźmin,The Witcher,2019,6.87798,208071,2019-12-27,6,nie,
724735,Człowiek z Wysokiego Zamku,The Man in the High Castle,2015,7.50131,17602,2019-11-25,8,nie,
800444,Carmen Sandiego,Carmen Sandiego,2019,7.436,1578,2019-10-19,8,nie,
838533,W głowie Billa Gatesa,Inside Bill's Brain: Decoding Bill Gates,2019,7.23061,4770,2019-09-24,7,nie,
833448,Carole & Tuesday,Carole & Tuesday,2019,7.40044,457,2019-09-14,8,nie,
832968,Nagi reżyser,Zenra Kantoku,2019,7.14241,1278,2019-08-25,9,tak,
799827,Czarnobyl,Chernobyl,2019,8.82346,265823,2019-05-28,8,nie,
800863,Błękitna planeta II,Blue Planet II,2017,8.16693,1246,2019-05-01,,nie,
767036,Barry,Barry,2018,7.48119,13689,2019-04-29,8,nie,
176358,Błękitna planeta,The Blue Planet,2001,7.97737,1591,2019-04-17,,nie,
824633,"Miłość, śmierć i roboty","Love, Death & Robots",2019,7.94496,54182,2019-03-15,10,tak,
802350,Czarne lusterko,Czarne lusterko,2018,7.11036,1631,2018-12-29,8,nie,
636227,Shingeki no Kyojin,Shingeki no Kyojin,2013,8.4918,41655,2018-12-18,8,nie,
467384,Code Geass: Lelouch of the Rebellion R2,Code Geass: Hangyaku no Lelouch R2,2008,8.16171,12343,2018-12-10,8,nie,
351408,Code Geass: Lelouch of the Rebellion,Code Geass: Hangyaku no Lelouch,2006,8.10626,12545,2018-12-08,7,nie,
786525,Ślepnąc od świateł,Ślepnąc od świateł,2018,7.77125,145041,2018-12-02,8,nie,
644564,Sakamichi no Apollon,Sakamichi no Apollon,2012,8.08367,1470,2018-11-27,6,nie,
711692,Zagadkowi terroryści,Zankyō no Terror,2014,7.83155,3360,2018-11-27,7,nie,
786999,Made in Abyss,Made in Abyss,2017,8.18271,2337,2018-10-07,9,nie,
740929,One-Punch Man,One-Punch Man,2015,8.19862,23860,2018-09-18,9,nie,
792826,Dom z papieru,La casa de papel,2017,8.02216,255541,2018-09-11,7,nie,
597724,Steins;Gate,Steins;Gate,2011,8.28226,9254,2018-09-10,7,nie,
708089,Shigatsu wa Kimi no Uso,Shigatsu wa Kimi no Uso,2014,8.28741,4391,2018-09-06,7,nie,
736614,Pakt,Pakt,2015,7.56589,47718,2018-08-27,7,nie,
785613,Abstrakt: Sztuka designu,Abstract: The Art of Design,2017,8.02352,5825,2018-08-21,8,nie,
801719,Rozczarowani,Disenchantment,2018,7.21178,29804,2018-08-19,8,nie,
696381,Kosmos,Cosmos: A SpaceTime Odyssey,2014,8.59231,12902,2018-08-16,9,nie,
653085,Psycho-pass,Psycho-pass,2012,7.99438,5694,2018-06-22,8,nie,
747281,Miasto beze mnie,Boku dake ga Inai Machi,2016,8.27952,11280,2018-06-20,6,nie,
