gameId,polishTitle,originalTitle,year,fullRating,voteCount,voteDate,userRating,favorite
608594,Call of Duty: Modern Warfare 2,Call of Duty: Modern Warfare 2,2009,8.04406,15752,2012-02-10,9,nie
608112,World in Conflict,World in Conflict,2007,7.51271,669,2012-02-10,9,tak
612058,TimeShift,TimeShift,2007,6.65854,656,2012-02-10,6,nie
608113,Assassin's Creed II,Assassin's Creed II,2009,8.51109,32472,2012-02-10,9,nie
605968,Assassin's Creed,Assassin's Creed,2007,7.5206,24835,2012-02-10,8,nie
606824,Mafia II,Mafia II,2010,8.16726,20931,2012-02-10,8,nie
608592,The Elder Scrolls IV: Oblivion,The Elder Scrolls IV: Oblivion,2006,7.75659,8915,2012-02-10,9,nie
608108,Wiedźmin,Wiedźmin,2007,8.55851,40642,2012-02-10,9,nie
612622,Prototype,Prototype,2009,7.05001,4939,2012-02-10,7,nie
608610,F.E.A.R. 2: Project Origin,F.E.A.R. 2: Project Origin,2009,7.35879,3300,2012-02-10,8,nie
608737,Fallout: New Vegas,Fallout: New Vegas,2010,8.34594,10655,2012-02-10,9,nie
611534,Just Cause 2,Just Cause 2,2010,6.95977,3356,2012-02-10,8,tak
607376,Burnout Paradise,Burnout Paradise,2008,7.42001,4357,2012-02-10,8,nie
615526,Alpha Protocol: Szpiegowska gra RPG,Alpha Protocol: The Espionage RPG,2010,7.0561,820,2012-02-10,7,nie
608010,Dead Rising 2,Dead Rising 2,2010,6.50979,1073,2012-02-10,7,nie
612872,Deus Ex: Bunt ludzkości,Deus Ex: Human Revolution,2011,8.09965,8510,2012-02-10,9,nie
611198,L.A. Noire,L.A. Noire,2011,8.01826,5366,2012-02-10,9,nie
606064,Mass Effect 2,Mass Effect 2,2010,8.78984,19890,2012-02-10,9,nie
606340,Mass Effect,Mass Effect,2007,8.38125,19735,2012-02-10,9,nie
608434,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,2004,8.5591,49542,2012-02-10,10,nie
608436,Grand Theft Auto IV,Grand Theft Auto IV,2008,8.03776,26539,2012-02-10,9,nie
612786,Grand Theft Auto IV: The Lost and Damned,Grand Theft Auto IV: The Lost and Damned,2009,7.62174,3680,2012-02-10,8,nie
612785,Grand Theft Auto IV: The Ballad of Gay Tony,Grand Theft Auto IV: The Ballad of Gay Tony,2009,8.13632,4086,2012-02-10,9,nie
606182,Batman: Arkham Asylum,Batman: Arkham Asylum,2009,8.29278,17542,2012-02-10,9,nie
611120,Batman: Arkham City,Batman: Arkham City,2011,8.38962,16149,2012-02-10,9,nie
623583,Pro Evolution Soccer 2012,Pro Evolution Soccer 2012,2011,7.3563,1190,2011-12-08,,nie
724953,Fruit Ninja,Fruit Ninja,2010,6.26061,165,2011-11-26,,nie
620705,Anomaly: Warzone Earth,Anomaly: Warzone Earth,2011,6.59211,380,2011-11-19,,nie
606961,Resident Evil 5,Biohazard 5,2009,7.24967,5984,2011-08-20,,nie
614464,ArmA II,ArmA II,2009,7.28491,530,2011-08-17,,nie
611392,Worms Reloaded,Worms Reloaded,2010,7.07767,927,2011-07-26,,nie
608741,Tom Clancy's Splinter Cell: Conviction,Tom Clancy's Splinter Cell: Conviction,2010,7.34976,2962,2011-04-16,8,nie
614921,Alien Swarm,Alien Swarm,2010,6.69474,285,2011-04-13,,nie
706768,Takeda 3,Takeda 3,2009,5.5,2,2011-03-18,,nie
612902,R.U.S.E.,R.U.S.E.,2010,7.00816,245,2011-03-11,7,nie
613177,F.E.A.R.: Extraction Point,F.E.A.R.: Extraction Point,2006,7.47349,1339,2011-02-18,8,nie
607024,Max Payne 2: The Fall of Max Payne,Max Payne 2: The Fall of Max Payne,2003,8.2104,14197,2011-00-00,9,tak
611271,Bulletstorm,Bulletstorm,2011,7.43301,3926,2011-00-00,9,tak
606348,Fallout 3,Fallout 3,2008,7.7491,11893,2011-00-00,7,nie
607023,Max Payne,Max Payne,2001,8.46986,24267,2011-00-00,10,tak
608272,Pro Evolution Soccer 2011,Pro Evolution Soccer 2011,2010,7.36877,1787,2010-12-17,,nie
605870,Call of Duty: Black Ops,Call of Duty: Black Ops,2010,7.63228,12099,2010-12-17,6,nie
611539,Battlefield 2: Jednostki specjalne,Battlefield 2: Special Forces,2005,7.43702,389,2010-12-14,,nie
608014,Assassin's Creed: Brotherhood,Assassin's Creed: Brotherhood,2010,8.33795,23947,2010-11-27,8,nie
611542,Battlefield 2142: Northern Strike,Battlefield 2142: Northern Strike,2007,6.94059,101,2010-11-26,,nie
625811,Audiosurf,Audiosurf,2008,7.2249,249,2010-11-26,,nie
626909,Left 4 Dead 2: The Passing,Left 4 Dead 2: The Passing,2010,7.8087,230,2010-11-25,,nie
649547,Angry Birds Seasons,Angry Birds Seasons,2010,6.99266,817,2010-11-25,,nie
613138,Full Spectrum Warrior,Full Spectrum Warrior,2004,6.87826,230,2010-10-24,,nie
612823,Need for Speed: Hot Pursuit 2,Need for Speed: Hot Pursuit 2,2002,7.31417,3183,2010-07-31,7,nie
611301,Another World,Another World,1991,8.12742,1138,2010-07-26,,nie
605874,Battlefield: Bad Company 2,Battlefield: Bad Company 2,2010,8.10781,12642,2010-07-24,8,nie
608251,FIFA 10,FIFA 10,2009,6.99316,3802,2010-06-24,,nie
611263,Need for Speed Shift,Need for Speed Shift,2009,6.52046,4594,2010-06-17,7,nie
608595,BioShock,BioShock,2007,8.16768,11892,2010-00-00,9,tak
607605,Mirror's Edge,Mirror's Edge,2008,7.398,7902,2010-00-00,9,tak
608613,Left 4 Dead,Left 4 Dead,2008,7.58486,4107,2010-00-00,9,nie
612239,Crysis Warhead,Crysis Warhead,2008,7.57617,2770,2010-00-00,9,tak
612653,Angry Birds,Angry Birds,2009,6.88501,5409,2009-12-20,,nie
608271,Pro Evolution Soccer 2010,Pro Evolution Soccer 2010,2009,7.43315,1780,2009-12-16,,nie
623012,Fuel,Fuel,2009,6.19685,254,2009-11-26,7,nie
608115,Codename: Panzers - Faza pierwsza,Codename: Panzers - Phase One,2004,7.26667,510,2009-11-26,,nie
611654,Unreal Tournament 2004,Unreal Tournament 2004,2004,7.81652,1477,2009-11-24,,nie
611682,Thief: The Dark Project,Thief: The Dark Project,1998,8.15757,1282,2009-11-20,,nie
607375,Brothers in Arms: Hell's Highway,Brothers in Arms: Hell's Highway,2008,7.64821,1282,2009-08-25,,nie
608609,F.E.A.R.,F.E.A.R.,2005,7.8623,5933,2009-07-24,8,nie
611204,Braid,Braid,2008,7.98262,1266,2009-07-18,9,nie
613815,Wolfenstein: Enemy Territory,Wolfenstein: Enemy Territory,2003,8.25147,1865,2009-06-25,,nie
608247,Far Cry,Far Cry,2004,7.60636,9341,2009-06-19,8,nie
608724,World of Goo,World of Goo,2008,7.85906,4108,2009-06-16,8,nie
608250,FIFA 09,FIFA 09,2008,7.12655,3137,2009-06-10,,nie
611070,Brothers in Arms: Earned in Blood,Brothers in Arms: Earned in Blood,2005,7.32026,612,2009-04-30,,nie
607374,Brothers in Arms: Road to Hill 30,Brothers in Arms: Road to Hill 30,2005,7.33769,1223,2009-04-19,,nie
651366,Quake Live,Quake Live,2009,7.65885,469,2009-04-17,,nie
607092,Hitman: Codename 47,Hitman: Codename 47,2000,7.54619,4308,2009-02-25,,nie
608608,Far Cry 2,Far Cry 2,2008,6.19314,6876,2009-02-11,6,nie
608622,Grand Theft Auto 2,Grand Theft Auto 2,1999,7.48132,10816,2009-00-00,9,nie
606070,Call of Duty: World at War,Call of Duty: World at War,2008,7.45154,8956,2008-12-08,7,nie
611296,TrackMania Nations Forever,TrackMania Nations Forever,2008,7.71807,1284,2008-11-24,,nie
608270,Pro Evolution Soccer 2009,Pro Evolution Soccer 2009,2008,7.25492,1271,2008-11-21,,nie
612481,Sid Meier's Cywilizacja III,Civilization III,2001,8.08166,1347,2008-10-31,,nie
