medium,filmwebId,polishTitle,originalTitle,year,userRating,viewDate,comment
film,1329,Dinozaur,Dinosaur,2000,5,20211020,"Bardzo koszmarnie się zestarzał, widać że technologia kompletnie wtedy jeszcze nie była gdzie powinna być, choć sam film też trochę nie porywa choć zamysł spoko"
film,4357,Brudny Harry,Dirty Harry,1971,9,20210110,"Świetna ścieżka dźwiękowa i scenariusz, który ładnie się rozbudowuje podbija poprzeczkę"
film,464478,Dystrykt 9,District 9,2009,7,20221130,"Dużo ciekawych rzeczy dzieje się w tym filmie, ale film obrywa przez wstępny format paradokumentu, dopiero potem fabularna część odpala ładnie"
film,737127,Dji. Death Sails,Dji. Death Sails,2014,7,20210404,"Naprawdę spoko, przyjemna animacja, którą po prostu fajnie się ogląda, dobra animacja"
film,482376,Doktor Strange,Doctor Strange,2016,7,20161029,Przespałem 80% filmu XD
film,836440,Doktor Strange w multiwersum obłędu,Doctor Strange in the Multiverse of Madness,2022,5,20220509,"Jeździ na marvelowskich tropesach, jest strasznie poszatkowany, ma swoje momenty ale oczekiwania były zdecydowanie wyższe."
film,1317,Pieskie popołudnie,Dog Day Afternoon,1975,8,20211230,"Bardzo mocny film w swej realistycznej atmosferze, gdzie wszystko jest powywracane do góry nogami, ostatecznie jednak ucieka od dosyć nietypowej oranżerii."
film,848823,Nie patrz w górę,Don't Look Up,2021,6,20211227,"W sumie całkiem niezłe podejście i analiza społeczna, choć w ostatecznym rozrachunku, trochę niedosyt jednak pozostał - ciężko powiedzieć pod jakim względem."
film,169515,Doodlebug,Doodlebug,1997,6,20210627,"Hm, całkiem porządny koncept"
film,875490,Drive My Car,Drive My Car,2021,8,20220214,"Bardzo interesujący film, wszystko jakoś haczy i krzaczy, startuje z przytupem i kończy ze stylem, ciekawe zabiegi, subtelne widowisko, bardzo porządne kino."
film,631979,Drogówka,Drogówka,2013,8,20220501,"Polski film współczesnego noir, świetnie napisany - trochę ostrzejsza wersja Paktu, trochę pociachany, ale wszystko zgrabnie posplatane i na ostro."
film,720537,Duet,Duet,2014,9,20220102,"Najwyższa klasa animacji, której brakuje tylko jakieś takiej ot odrobinę zdecydowanie lepszego scenariusza, bo już się rozbudowywał i nagle urwał.."
film,469476,Diuna,Dune,2021,7,20211202,Bardzo bardzo ładny film ale tak nie do końca w grze dramatycznej
film,10003481,Diuna: Część druga,Dune: Part Two,2024,8,20240228,"Lawrence z Arabii w kosmosie. Czuć całe 2h45m, ale realizacja na poziomie między świetnej a epickiej. Świetnie łączą się z pierwszą częścią."
film,751495,Dungeons & Dragons: Złodziejski honor,Dungeons & Dragons: Honor Among Thieves,2023,7,20230405,Przyjemny z bardzo ciekawymi sekwencjami choć w ostateczności niczego więcej nie oczekiwałem.
film,35462,Dworzec,Dworzec,1980,8,20210506,"Bardzo porządny, wyczerpujący temat dokument, który w sumie ogląda się z zainteresowaniem"
film,31413,Dzień świra,Dzień świra,2002,8,20220731,"Czy się broni po latach? No niby się broni, porządna groteska z bardzo porządnym scenariuszem, której brakuje lepsza realizacja"
film,781,Dług,Dług,1999,7,20220718,"Polskie kino noir, które trzyma się kupy - choć mało zaskakuje i przydałoby się lepsza reżyseria czy gra aktorska"
film,577622,Na skraju jutra,Edge of Tomorrow,2014,8,20230520,"Wywiera dosyć spektakularne wrażenie pod względem rozmachu i wykonania elementów CG i nie zjeżdża za bardzo jakościowo, choć wtórny koncept - to wyszedł nieźle."
film,5355,Edward Nożycoręki,Edward Scissorhands,1990,9,20211019,"Absolutne opus magnum Burtona, takiego spektrum zazębiających się emocji i treści ze świecą szukać, wyjątkowe, dziwne i pełnowartościowe kino"
film,279775,Egao,Egao,2003,8,20210621,"Ojej, ale fajny koncept :)"
film,838708,"El Camino: Film ""Breaking Bad""",El Camino: A Breaking Bad Movie,2019,7,20191011,"Nikt nie czekał na zwieńczenie, ale jak już się pojawiło, cała ekipa dała radę. Dobrze, że się pojawiło, bo koniec serii był niestety miałki. Film poprawił to."
film,811296,El Pepe: Wyjątkowe życie,"El Pepe, una vida suprema",2018,4,20210126,"Jakość dokumentu pozostawia wiele do życzenia, w tym montaż, struktura dokumentu, praca kamery i wiele innych aspektów, wiele z tego nie wynioslem niestety"
film,10019714,Między nami żywiołami,Elemental,2023,8,20230612,"Technologicznie klasa światowa, technicznie również i artystycznie w sumie również, tylko że historia to już typowy pixar do którego przyzwyczaić się można."
film,97848,Elf,Elf,2003,7,20231207,Śmieszny
film,856764,Elvis,Elvis,2022,8,20220626,"Jeśli przeboleć początkową sraczkę to ten film odbija z impetem, czuć moc i rozrywkę najwyższej klasy."
film,859721,Nasze magiczne Encanto,Encanto,2021,6,20211202,"Gra zbyt zachowawczo, przerost formy nad treścią choć obrazki ładne to jednak obraz wybrakowany i pozbawiony szczególnej głębi nawet tej disneyowskiej"
film,502300,Enfants annamites ramassant des sapèques devant la pagode des dames,Enfants annamites ramassant des sapèques devant la pagode des dames,1900,,20210512,whoa..
film,32375,Equilibrium,Equilibrium,2002,9,20120210,"Świetnie zrealizowana wizja świata pozbawionego emocji. Soczysty, z klimatem, ponadprzeciętny."
film,1088,Głowa do wycierania,Eraserhead,1977,4,20201123,"Ladies and Gentlemen, David Lynch. Dobra atmosfera, ale co tam się dzieje, o co chodzi, dokąd to zmierza, cokolwiek do zaoferowania widowni, no niestety nie ma."
film,654784,Ernest i Celestyna,Ernest et Célestine,2012,10,20210305,"Nieskazitelna jakość animacji, akcentowanie w scenariuszu perfekcyjnie precyzyjne, jest morał, parallele, symbolizm, a to wszystko przystępne i wielce śliczne."
film,38335,Królowie Erskineville,Erskineville Kings,1999,8,20221120,"Dosyć łagodna struktura, ale wybija się zgrabnym scenariuszem, bardzo specyficznym klimatem i dosyć porządnymi zagraniami."
film,760957,Es wird Regen geben - eine Begegnung in Patagonien,Es wird Regen geben - eine Begegnung in Patagonien,1997,8,20201203,"Klasyczna animacja, która wygląda dokładnie tak jak klasyczna animacja i świetnie się ją ogląda"
film,11306,Ucieczka z Alcatraz,Escape from Alcatraz,1979,8,20210111,Bardzo porządnie wykonany film
film,492423,Evangelion 3.33: (Nie) możesz powtórzyć,Evangelion Shin Gekijō-ban Q Quickening,2012,8,20211110,"Ekscytujący, wręcz fascynujący pokaz artystyczny, momentami czuć, że być może to nie evangelion, ale ten festiwal magnetyzuje atencję jak mało co"
film,444849,Evangelion 2.22: (Nie) możesz iść naprzód,Evangelion Shin Gekijōban: Ha,2009,8,20211107,"Trochę gorszy, ale wciąż wyjątkowy. Łączy dosyć przeciwstawne motywy i w ostatecznym rozrachunku rozwala."
film,395342,Evangelion 1.01: (Nie) jesteś sam,Evangelion Shin Gekijōban: Jo,2007,8,20211104,Trochę inny ale wciąż kopie :)
film,853675,Wszystko wszędzie naraz,Everything Everywhere All at Once,2022,7,20220522,"Trochę za bardzo, za dużo, ale dramatu klasy B - z wieloma świetnie zrealizowanymi pomysłami, po których człowiek się głowi - jak oni to zrobili?! Jest git."
film,772936,Szybcy i wściekli 9,F9,2021,7,20230205,"Jest tak absurdalny, ale tak dobrze wykonany, że tylko ogląda się z bananem na twarzy - niesamowite."
film,1508,Spragnieni miłości,Fa yeung nin wa,2000,7,20211128,"W moim mniemaniu struktura off-beat mocno tej produkcji nie służy, kreślone walory artystyczne zmykają w gąszczu steku scen, które choć dobre, nie są szczególne"
film,5504,Fabryka,Fabryka,1970,7,20210506,"Kolejne spojrzenie na machinę biurokratyczną choć inaczej, problemem jest quasi-dokumentalne wyreżyserowanie które średnio pomaga w obserwacji i dedukcji"
film,38888,Twarze,Faces,1968,9,20211216,"Momentami zjeżdża, ale i tak niesamowite jak wiele jest w stanie przekazać tandemem reżyserii i gry aktorskiej, i opakować to w koheretnym tle o pokaźnej głębi."
film,351034,Fantascope tylostoma,Fantascope tylostoma,2006,7,20210425,"Bardzo silny art, choć niedomaga, dosyć niedomagająca historia, choć ma swoje momenty kiedy błyska, niby wartość podbijają pewne elementy, a jednak siódemka"
film,942,Fantazja 2000,Fantasia/2000,1999,7,20210314,"Są tam nuty geniuszu, ale jest sporo problemów z synchronizacją, a nawet jakością animacji, jako całość ta produkcja jest stosunkowo ostro nierówna po prostu."
film,843430,Niezwykły świat grzybów,Fantastic Fungi,2019,5,20210923,Trochę zbyt laurka dla grzybów i ich działaniach psychoaktywnych niż dokument o grzybach jako taki niestety
film,156466,Fantastyczny Pan Lis,Fantastic Mr. Fox,2009,8,20210208,"Cóż, fantastyczny jest, świetnie napisany, bardzo ładny, ma swój unikalny andersonowy styl, który lśni tutaj pięknie :)"
film,461504,Szybko i wściekle,Fast & Furious,2009,3,20231230,Bardzo bardzo blada fabuła
film,807141,Szybcy i wściekli: Hobbs i Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,5,20240725,"Zbyt mierne w zasadzie, z dziurami - pykanka bez szału z dziwactwami no ale nawet da się oglądać"
film,560189,Szybcy i wściekli 5,Fast Five,2011,7,20240102,"Momentami robi się za bardzo, ale wartka akcja rekompensuje niedociągnięcia z nawiązką"
film,763722,Szybcy i wściekli 10,Fast X,2023,4,20230520,"Chyba jednak istnieje limit jak bardzo rozpaćkany może zostać scenariusz, nawet elementy akcji nie trzymają się jako tako ryzów - a szkoda!"
film,776153,Fate/Stay Night: Heaven's Feel I. Presage Flower,Fate/Stay Night: Heaven's Feel I. Presage Flower,2017,8,20201128,"Absolutnie śliczne kolory, zaskakująco fantastyczna kombinacja różnorodnych formatów, wykwintna walka, a przy tym wszystko trzyma się zaskakująco kupy"
film,859403,Fate/Stay night: Heaven's Feel III. spring song,Fate/Stay night: Heaven's Feel III. spring song,2020,7,20201128,Niestety wincyj nic nie znaczącego i nic nie wnoszącego fabularnego dziadostwa rozwala trochę seans ale combat i kolory wciąż pierwsza klasa
film,836362,Fate/stay night: Heaven's Feel II. lost butterfly,Fate/stay night: Heaven's Feel II. lost butterfly,2019,7,20201128,"Film kalejdoskop, nie wiesz co się wydarzy za 5 sekund, dwójka ma mniej sensu i wydaje się tańsza, ale wciąż ekscytuje i ma fajne kolorki"
film,772,Las Vegas Parano,Fear and Loathing in Las Vegas,1998,10,20120701,Fantastycznie porąbany :)
film,837,Podziemny krąg,Fight Club,1999,10,20120407,Trzeba po prostu obejrzeć :)
film,877376,Film balkonowy,Film balkonowy,2021,9,20220415,"Teraźniejsze gadające głowy, narrator stronniczy i barwi trochę seans, ale dosyć sporo sporo wyciąga i ostatecznie forma poraża i trzyma widza w zainteresowaniu"
film,660758,Gdzie jest Dory,Finding Dory,2016,9,20211003,"Kapitalnie zrealizowany, inteligentnie napisany, technicznie kosmiczny, rasowy pixar"
film,865315,Flipped,Flipped,2018,7,20210404,Nawet fajny stylistycznie
film,845197,Wzloty,Float,2019,7,20210622,Nienajlepiej rozłożona rozbudowa scenariusza i scenografii ratuje całkiem zgrabny koncept animacji
film,425465,Fortune Cookie,Fortune Cookie,1991,5,20210311,"Bardzo nierówny, ma przebłyski profesjonalizmu, ale gorsze części mocno zbijają potencjał produkcji"
film,286244,Słaby punkt,Fracture,2007,7,20210115,"Aktorstwo podbija jakość produkcji, nawet jeśli scenariusz chwyta się łatwych kliszy i rozwiązań"
film,5718,Frankenweenie,Frankenweenie,1984,6,20211009,"Dosyć niskobudżetowe wykonanie psuje odbiór, animacja wyszła znacznie lepiej :)"
film,465816,Frankenweenie,Frankenweenie,2012,8,20211008,"Wręcz bezbłędny Tim Burton, ale co ten Tim Burton ma w głowie to ja nie wiem, kalka kulturowa, ale jaka! Tyle znakomitych crossoverów, film który nie powinien."
film,828206,Free Guy,Free Guy,2021,6,20210929,"Nawet jeśli zamierzona, to jednak mariaż przeciętnych efektów i przeciętnej historii, choć z ciekawym twistem i nawet przyjemnie się ogląda."
film,199668,Frog Dreaming,Frog Dreaming,1986,7,20230622,Całkiem przyjemny i z fajnymi zdjęciami ale...
film,789746,Frog Perspective,Frog Perspective,2016,7,20201126,"Bardzo specyficzny, nie jestem fanem stylistyki, ale wszystko kupy się trzyma i jest nieźle wyreżyserowane"
film,736723,Kraina lodu II,Frozen II,2019,6,20210626,"Technologicznie pierwsza klasa, scenariuszowo ma swoje przebłyski, ale koniec końców, jest to dosyć prosta, pozbawiona głębi historia, która przynudza"
film,617373,Szybcy i wściekli 6,Furious 6,2013,5,20240107,"Nawet nieźle się ogląda, choć momentami zjeżdża scenariuszowo na potęgę."
film,678251,Szybcy i wściekli 7,Furious Seven,2015,5,20240113,"Teraz to już leci po bandzie, ale robi się zbyt chaotycznie i zbyt szeroki miks, w którym wiele elementów po prostu średnio lub słabo działa."
film,654599,Fuse Teppō Musume no Torimonochō,Fuse Teppō Musume no Torimonochō,2012,7,20201024,"Robi się dziwny pod koniec, ale przez większość czasu fajnie napisany, fajnie animowany, fajne kolorki, przyjemna historyjka"
film,10093832,Chainsaw Man - The Movie: Reze Arc,Gekijōban Chainsaw Man: Reze-hen,2025,5,20251105,Dynamika pasuje do formy serialowej ale nie pełnoprawnego filmu i nawet wtedy byłoby to naciągane w sumie
film,863903,Violet Evergarden - film,Gekijōban Violet Evergarden,2020,6,20220718,"Ehh. Nie jest to zły film, w sercu jest to wciąż violet evergarden ale z wieloma liniami fabularnymi i wypełniaczami. Dla fanów styknie, ja potrzebuję co więcej"
film,750704,Uciekaj!,Get Out,2017,6,20221012,"Trochę zbyt bezpośredni, pod koniec myk myk i wszystko zrobione."
film,12068,Pogromcy duchów,Ghost Busters,1984,8,20210304,"Bardzo przyjemny, bardzo porządne efekty jak na czas produkcji, fajne dialogi i realizacja ze stosunkowym rozmachem"
film,834,Ghost Dog: Droga samuraja,Ghost Dog: The Way of the Samurai,1999,7,20230329,"Slow-burn, dziwny i wyjątkowy."
film,486822,Ghost in the Shell,Ghost in the Shell,2017,6,20170401,"Świetne efekty i zdjęcia, momentami klimatyczny, sztuczny patetyzm, średniawa Scarlett, brakuje głębi, fabularnie bez szału, choć film ma kilka ładnych momentów"
film,795881,Porwana pamięć,Gi-eok-ui bam,2017,3,20210122,Zaczyna się nieźle ale potem niezliczona ilość kliszy i kierunek w jakim podąża fabuła przeistaczają seans w koszmar dla widza
film,798143,Parasite,Gi-saeng-chung,2019,8,20190828,"To jedna z tych produkcji, które są niezłe przez połowę czasu trwania, a potem nagle dzieją się rzeczy, że kopara opada. Czy warta palmy? Cóż, w zasadzie nawet."
film,169073,Kenji Miyazawa's Night on the Galactic Railroad,Ginga Tetsudō no Yoru,1985,9,20201026,"Bardzo specyficzny film dla dzieci, japoński odpowiednik alicji w krainie czarów. Jedna z tych produkcji, której tematyka i atmosfera obraca się o 180 stopni."
film,565162,Godzilla,Godzilla,2014,6,20140518,"Niezły, tylko tyle i aż tyle."
film,750312,Godzilla vs. Kong,Godzilla vs. Kong,2021,4,20210414,"Jest kilka niezłych momentów ale jest to jednak sraczka scen, dosyć źle skonstruowana, napisana i wyreżyserowana"
film,251535,Potwór,Goi-mool,2006,3,20201122,"Niestety mało rzeczy tutaj działa, od scenariusza, po CG i comp, dialogi, fabułę, jest źle"
film,767889,Lament,Gok-seong,2016,9,20220907,"Progresja fabularnia robi wrażenie - unikalne kino krzyżujące gatunki w wykwintny sposób, podbijające poprzeczkę z czasem - warsztat bardzo wysokiej klasy."
film,851185,Goldman v Silverman,Goldman v Silverman,2020,6,20211128,"Klimatyczny, ale trochę nic ponad to w nim nie ma"
film,760167,Gondora,Gondora,1997,5,20210308,W sumie nic szczególnego.
film,695409,Zaginiona dziewczyna,Gone Girl,2014,6,20141010,Kwadratowy Affleck i dziurawy scenariusz. Jedynie Fincher ratuje poziom filmu...
film,715674,Żegnaj Christopher Robin,Goodbye Christopher Robin,2017,7,20240327,"Kosmiczne vfx, świetnie napisane postaci animowane, ale nie daje rady aż tak mocno przez spłaszczony disneyowski pryzmat"
film,95938,Gothika,Gothika,2003,7,20240109,"Świetna atmosfera z momentami, które w sumie zbyt się zestarzały."
film,806077,Strażnicy Galaktyki: Volume 3,Guardians of the Galaxy Vol. 3,2023,9,20230506,"Próbują zrobić wszystko naraz i dużo im nie do końca wychodzi ale kiedy wychodzi, to jest to poezja."
film,449935,Mój przyjaciel Hachiko,Hachi: A Dog's Tale,2009,8,20201130,"Znając historię, wiedziałem czego oczekiwać. Mimo wszystko, porządnie zrealizowany film, nie wiem jak oni kręcili samego psa, w pewnym sensie niezłe osiągnięcie"
film,631012,Fullmetal Alchemist: Święta Gwiazda Milos,Hagane no Renkinjutsushi: Milos no Sei-Naru Hoshi,2011,5,20200909,"Sama animacja spoko, ale scenariusz tonie w truizmach i kliszach"
film,731753,Hana to Alice Satsujin Jiken,Hana to Alice Satsujin Jiken,2015,7,20220722,"Realistyczny styl animacji z bardzo fajnymi momentami, ale jako całość brakuje czegoś więcej żeby naprawdę zachwycić"
film,232044,Pokojówka,Hanyo,1960,10,20230802,"Ten film jest wybitną pozycją, poraża jakością wykonania, treścią i egzekucją całego formatu, który praktycznie nie gaśnie przez cały runtime"
film,829964,Happily Ever After,Happily Ever After,2014,8,20201203,Bardzo ciekawie zrealizowany koncept
